,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
27897,ZNF365,3.01E-17,0.295350762,0.265,0.217,1.86E-12,A-Propr.HAPLN4,ZNF365
27898,RPLP0.4,3.21E-17,0.333877284,0.199,0.144,1.98E-12,A-Propr.HAPLN4,RPLP0
27899,IL6ST.8,3.25E-17,0.286299878,0.629,0.636,2.01E-12,A-Propr.HAPLN4,IL6ST
27900,TSC22D1.6,4.07E-17,0.258354613,0.541,0.51,2.52E-12,A-Propr.HAPLN4,TSC22D1
27901,PDP2,4.25E-17,0.311879228,0.295,0.252,2.62E-12,A-Propr.HAPLN4,PDP2
27902,GLS.4,4.30E-17,0.262398457,0.625,0.625,2.66E-12,A-Propr.HAPLN4,GLS
27903,PSMF1.3,4.47E-17,0.285327416,0.676,0.679,2.76E-12,A-Propr.HAPLN4,PSMF1
27904,RPL37A.5,5.34E-17,0.304760206,0.231,0.174,3.30E-12,A-Propr.HAPLN4,RPL37A
27905,FH.5,5.38E-17,0.306550785,0.505,0.484,3.32E-12,A-Propr.HAPLN4,FH
27906,RDX.3,5.82E-17,0.30745351,0.446,0.414,3.60E-12,A-Propr.HAPLN4,RDX
27907,RPL10A.2,7.30E-17,0.25166054,0.179,0.127,4.51E-12,A-Propr.HAPLN4,RPL10A
27908,KCNK12.5,7.86E-17,0.286980152,0.382,0.336,4.86E-12,A-Propr.HAPLN4,KCNK12
27909,PARK7.6,8.12E-17,0.390765091,0.493,0.482,5.02E-12,A-Propr.HAPLN4,PARK7
27910,TIMM8A,8.40E-17,0.251956985,0.208,0.159,5.20E-12,A-Propr.HAPLN4,TIMM8A
27911,DCXR.3,9.34E-17,0.286683164,0.538,0.539,5.77E-12,A-Propr.HAPLN4,DCXR
27912,IQSEC2.1,1.13E-16,0.348511391,0.495,0.489,7.02E-12,A-Propr.HAPLN4,IQSEC2
27913,CCDC152.2,1.31E-16,0.253384522,0.347,0.302,8.08E-12,A-Propr.HAPLN4,CCDC152
27914,GSK3A.1,1.44E-16,0.285690926,0.518,0.502,8.89E-12,A-Propr.HAPLN4,GSK3A
27915,RNF7.2,1.58E-16,0.337485125,0.515,0.508,9.75E-12,A-Propr.HAPLN4,RNF7
27916,KCNQ2.8,1.85E-16,0.285773434,0.455,0.415,1.14E-11,A-Propr.HAPLN4,KCNQ2
27917,NAP1L2.4,1.98E-16,0.290315658,0.64,0.633,1.22E-11,A-Propr.HAPLN4,NAP1L2
27918,BLOC1S2.4,2.49E-16,0.312292858,0.534,0.519,1.54E-11,A-Propr.HAPLN4,BLOC1S2
27919,FMN1.8,2.86E-16,-0.533124177,0.514,0.608,1.77E-11,A-Propr.HAPLN4,FMN1
27920,GABRG2.7,3.07E-16,0.275757049,0.593,0.588,1.90E-11,A-Propr.HAPLN4,GABRG2
27921,LRRC49.6,5.28E-16,0.259646737,0.558,0.549,3.27E-11,A-Propr.HAPLN4,LRRC49
27922,SNX3.6,7.54E-16,0.251928873,0.646,0.65,4.66E-11,A-Propr.HAPLN4,SNX3
27923,BAG1.3,7.84E-16,0.278266843,0.512,0.488,4.85E-11,A-Propr.HAPLN4,BAG1
27924,UBE2V2.3,7.99E-16,0.257232742,0.294,0.242,4.94E-11,A-Propr.HAPLN4,UBE2V2
27925,MPC1.2,8.63E-16,0.328957688,0.394,0.37,5.34E-11,A-Propr.HAPLN4,MPC1
27926,ME3.8,9.01E-16,0.258786502,0.427,0.393,5.57E-11,A-Propr.HAPLN4,ME3
27927,RBX1.2,1.13E-15,0.31817757,0.515,0.508,7.01E-11,A-Propr.HAPLN4,RBX1
27928,TBCA.7,1.76E-15,0.326366525,0.232,0.179,1.09E-10,A-Propr.HAPLN4,TBCA
27929,SSU72.2,1.77E-15,0.295312327,0.479,0.465,1.09E-10,A-Propr.HAPLN4,SSU72
27930,EPRS.5,2.09E-15,0.286209098,0.279,0.222,1.29E-10,A-Propr.HAPLN4,EPRS
27931,ZFAND5.3,2.29E-15,0.294607619,0.508,0.502,1.42E-10,A-Propr.HAPLN4,ZFAND5
27932,PPIA.8,2.41E-15,0.60612745,0.542,0.543,1.49E-10,A-Propr.HAPLN4,PPIA
27933,SRD5A1,2.76E-15,0.287962189,0.509,0.507,1.70E-10,A-Propr.HAPLN4,SRD5A1
27934,APC.8,4.67E-15,0.292058181,0.67,0.716,2.89E-10,A-Propr.HAPLN4,APC
27935,GNAI1.2,6.31E-15,0.315024285,0.484,0.473,3.90E-10,A-Propr.HAPLN4,GNAI1
27936,IGFBP4.1,6.36E-15,0.255262595,0.28,0.229,3.93E-10,A-Propr.HAPLN4,IGFBP4
27937,CKAP5.3,7.68E-15,0.272480723,0.625,0.653,4.75E-10,A-Propr.HAPLN4,CKAP5
27938,CDH19.4,1.09E-14,0.384258292,0.287,0.234,6.71E-10,A-Propr.HAPLN4,CDH19
27939,BLVRB.4,1.14E-14,0.301230862,0.635,0.663,7.07E-10,A-Propr.HAPLN4,BLVRB
27940,TAFA5,1.19E-14,0.3005418,0.293,0.256,7.33E-10,A-Propr.HAPLN4,TAFA5
27941,COPS9.2,1.20E-14,0.440908399,0.328,0.293,7.44E-10,A-Propr.HAPLN4,COPS9
27942,MPC2.1,1.51E-14,0.267232142,0.36,0.324,9.31E-10,A-Propr.HAPLN4,MPC2
27943,NDUFB5.3,1.51E-14,0.275512057,0.621,0.631,9.36E-10,A-Propr.HAPLN4,NDUFB5
27944,TMEM145.1,1.57E-14,0.299860546,0.396,0.37,9.71E-10,A-Propr.HAPLN4,TMEM145
27945,NDUFB1,1.91E-14,0.34696904,0.398,0.378,1.18E-09,A-Propr.HAPLN4,NDUFB1
27946,TNIP1.3,1.96E-14,0.293044769,0.48,0.47,1.21E-09,A-Propr.HAPLN4,TNIP1
27947,CBFB.5,2.00E-14,0.286178862,0.675,0.69,1.24E-09,A-Propr.HAPLN4,CBFB
27948,BBS2.1,3.14E-14,0.314274072,0.392,0.373,1.94E-09,A-Propr.HAPLN4,BBS2
27949,ZDHHC3.2,4.44E-14,0.272426399,0.41,0.388,2.74E-09,A-Propr.HAPLN4,ZDHHC3
27950,MADD.1,5.12E-14,0.2511161,0.636,0.661,3.17E-09,A-Propr.HAPLN4,MADD
27951,ESYT2.2,5.51E-14,0.291776906,0.614,0.633,3.41E-09,A-Propr.HAPLN4,ESYT2
27952,TUSC2.3,5.92E-14,0.261753819,0.508,0.498,3.66E-09,A-Propr.HAPLN4,TUSC2
27953,ATP6V1G2.6,7.14E-14,0.311668514,0.529,0.536,4.42E-09,A-Propr.HAPLN4,ATP6V1G2
27954,NDUFA6.1,8.51E-14,0.332355655,0.35,0.316,5.26E-09,A-Propr.HAPLN4,NDUFA6
27955,EEF1A1.4,9.02E-14,0.4114266,0.204,0.156,5.57E-09,A-Propr.HAPLN4,EEF1A1
27956,HSPA9.6,9.14E-14,0.267736917,0.575,0.587,5.65E-09,A-Propr.HAPLN4,HSPA9
27957,NAPA,9.92E-14,0.265287759,0.734,0.768,6.13E-09,A-Propr.HAPLN4,NAPA
27958,TDP2.2,1.64E-13,0.27707338,0.424,0.41,1.01E-08,A-Propr.HAPLN4,TDP2
27959,OSBPL10.5,1.83E-13,0.26215575,0.47,0.451,1.13E-08,A-Propr.HAPLN4,OSBPL10
27960,DEPRECATED-ENSG00000065154.6,1.94E-13,0.371748679,0.48,0.492,1.20E-08,A-Propr.HAPLN4,DEPRECATED-ENSG00000065154
27961,RWDD1,2.12E-13,0.26450438,0.355,0.322,1.31E-08,A-Propr.HAPLN4,RWDD1
27962,HSBP1.2,2.50E-13,0.312673324,0.392,0.365,1.55E-08,A-Propr.HAPLN4,HSBP1
27963,PCTP,2.98E-13,0.259250978,0.289,0.254,1.84E-08,A-Propr.HAPLN4,PCTP
27964,SCAMP5.2,3.07E-13,0.284940743,0.724,0.754,1.90E-08,A-Propr.HAPLN4,SCAMP5
27965,FAM162A.2,3.16E-13,0.295463923,0.506,0.498,1.95E-08,A-Propr.HAPLN4,FAM162A
27966,MYL12B.7,4.17E-13,0.363873154,0.256,0.211,2.58E-08,A-Propr.HAPLN4,MYL12B
27967,GABARAPL2.7,4.47E-13,0.253080609,0.224,0.172,2.76E-08,A-Propr.HAPLN4,GABARAPL2
27968,CD14,6.74E-13,0.31590234,0.247,0.208,4.16E-08,A-Propr.HAPLN4,CD14
27969,PDE4D.10,7.27E-13,-0.443947521,0.476,0.577,4.50E-08,A-Propr.HAPLN4,PDE4D
27970,ATP5F1B.9,7.95E-13,0.326422844,0.629,0.658,4.91E-08,A-Propr.HAPLN4,ATP5F1B
27971,TAF13.3,9.00E-13,0.359705492,0.508,0.505,5.56E-08,A-Propr.HAPLN4,TAF13
27972,LNPK.2,1.16E-12,0.284513294,0.603,0.611,7.15E-08,A-Propr.HAPLN4,LNPK
27973,MED10.1,1.32E-12,0.309840176,0.48,0.472,8.18E-08,A-Propr.HAPLN4,MED10
27974,TMEM151A.5,1.58E-12,0.275527135,0.499,0.493,9.79E-08,A-Propr.HAPLN4,TMEM151A
27975,GLO1.1,1.64E-12,0.265212119,0.405,0.384,1.02E-07,A-Propr.HAPLN4,GLO1
27976,MFF.1,1.74E-12,0.28320526,0.511,0.51,1.07E-07,A-Propr.HAPLN4,MFF
27977,SRP9.1,1.82E-12,0.290685552,0.459,0.445,1.12E-07,A-Propr.HAPLN4,SRP9
27978,ACAA1.3,1.94E-12,0.253743413,0.49,0.481,1.20E-07,A-Propr.HAPLN4,ACAA1
27979,NECAB3.3,2.31E-12,0.259880925,0.582,0.579,1.43E-07,A-Propr.HAPLN4,NECAB3
27980,TMEM230.1,2.33E-12,0.308671478,0.397,0.375,1.44E-07,A-Propr.HAPLN4,TMEM230
27981,COA3.1,2.47E-12,0.292472764,0.402,0.382,1.53E-07,A-Propr.HAPLN4,COA3
27982,ATP5IF1.5,2.98E-12,0.385783521,0.573,0.599,1.84E-07,A-Propr.HAPLN4,ATP5IF1
27983,TNFRSF12A,3.72E-12,0.251773946,0.284,0.245,2.30E-07,A-Propr.HAPLN4,TNFRSF12A
27984,CDK2AP1.2,3.83E-12,0.287030794,0.34,0.313,2.37E-07,A-Propr.HAPLN4,CDK2AP1
27985,EMC2.4,4.98E-12,0.251376117,0.596,0.605,3.08E-07,A-Propr.HAPLN4,EMC2
27986,FBXO32,5.66E-12,0.2722034,0.266,0.228,3.50E-07,A-Propr.HAPLN4,FBXO32
27987,NKAIN2.8,6.71E-12,-0.292534456,0.159,0.218,4.15E-07,A-Propr.HAPLN4,NKAIN2
27988,NDUFS5.7,6.89E-12,0.460336392,0.464,0.463,4.26E-07,A-Propr.HAPLN4,NDUFS5
27989,SCN4B.8,1.14E-11,-0.286808917,0.781,0.804,7.07E-07,A-Propr.HAPLN4,SCN4B
27990,DLAT,1.19E-11,0.279262401,0.381,0.365,7.33E-07,A-Propr.HAPLN4,DLAT
27991,EXOC3.1,1.28E-11,0.335632855,0.532,0.545,7.90E-07,A-Propr.HAPLN4,EXOC3
27992,POLR2C.1,1.38E-11,0.292237335,0.446,0.435,8.51E-07,A-Propr.HAPLN4,POLR2C
27993,PPDPF.2,1.59E-11,0.275794892,0.513,0.517,9.85E-07,A-Propr.HAPLN4,PPDPF
27994,ARRB2.1,1.68E-11,0.288106219,0.439,0.421,1.04E-06,A-Propr.HAPLN4,ARRB2
27995,MICU3.5,1.73E-11,0.27987379,0.618,0.634,1.07E-06,A-Propr.HAPLN4,MICU3
27996,CHN1.5,1.93E-11,0.267991156,0.366,0.335,1.19E-06,A-Propr.HAPLN4,CHN1
27997,LAMTOR4,1.98E-11,0.272068145,0.582,0.601,1.23E-06,A-Propr.HAPLN4,LAMTOR4
27998,TLE5.3,2.02E-11,0.272891605,0.571,0.591,1.25E-06,A-Propr.HAPLN4,TLE5
27999,LAMTOR5.2,2.40E-11,0.352058721,0.394,0.375,1.48E-06,A-Propr.HAPLN4,LAMTOR5
28000,LYSMD2.1,2.52E-11,0.310249703,0.452,0.45,1.56E-06,A-Propr.HAPLN4,LYSMD2
28001,DDIT4.3,3.61E-11,0.257013598,0.35,0.318,2.23E-06,A-Propr.HAPLN4,DDIT4
28002,SLC25A25.3,4.23E-11,0.318929907,0.588,0.614,2.62E-06,A-Propr.HAPLN4,SLC25A25
28003,SEC61G.2,4.97E-11,0.257745387,0.319,0.288,3.07E-06,A-Propr.HAPLN4,SEC61G
28004,HCFC1R1.1,7.53E-11,0.328122047,0.579,0.603,4.65E-06,A-Propr.HAPLN4,HCFC1R1
28005,PRDX5.8,9.97E-11,0.308201101,0.647,0.654,6.16E-06,A-Propr.HAPLN4,PRDX5
28006,SF3B5.3,1.00E-10,0.277674623,0.509,0.51,6.20E-06,A-Propr.HAPLN4,SF3B5
28007,MICOS10.6,1.42E-10,0.442155176,0.457,0.462,8.79E-06,A-Propr.HAPLN4,MICOS10
28008,MCUR1.2,1.78E-10,0.309434351,0.453,0.449,1.10E-05,A-Propr.HAPLN4,MCUR1
28009,CDH18.10,2.26E-10,-0.274833632,0.382,0.338,1.40E-05,A-Propr.HAPLN4,CDH18
28010,NME5.1,2.45E-10,0.259757188,0.361,0.339,1.51E-05,A-Propr.HAPLN4,NME5
28011,COX7A2.5,2.60E-10,0.477754625,0.447,0.45,1.60E-05,A-Propr.HAPLN4,COX7A2
28012,MEG3.9,4.17E-10,-1.121171154,0.115,0.154,2.58E-05,A-Propr.HAPLN4,MEG3
28013,CNTNAP2.8,4.35E-10,-0.481427397,0.624,0.606,2.69E-05,A-Propr.HAPLN4,CNTNAP2
28014,FAM168A.2,4.90E-10,0.266098586,0.553,0.571,3.03E-05,A-Propr.HAPLN4,FAM168A
28015,TMSB10.8,5.07E-10,0.355422553,0.872,0.877,3.14E-05,A-Propr.HAPLN4,TMSB10
28016,ATP5PD.4,5.95E-10,0.342005854,0.46,0.466,3.68E-05,A-Propr.HAPLN4,ATP5PD
28017,OSBPL1A.3,6.66E-10,0.279194183,0.329,0.298,4.12E-05,A-Propr.HAPLN4,OSBPL1A
28018,ATR.6,9.11E-10,0.252629817,0.385,0.364,5.63E-05,A-Propr.HAPLN4,ATR
28019,NXPE3.2,9.15E-10,0.299074191,0.522,0.539,5.65E-05,A-Propr.HAPLN4,NXPE3
28020,BTBD8.1,1.09E-09,0.346665065,0.369,0.368,6.74E-05,A-Propr.HAPLN4,BTBD8
28021,TUBA1B.10,1.39E-09,0.353679858,0.829,0.847,8.60E-05,A-Propr.HAPLN4,TUBA1B
28022,ZBTB18.1,1.70E-09,0.285665375,0.332,0.311,0.000104884,A-Propr.HAPLN4,ZBTB18
28023,PSMB6.2,2.24E-09,0.250024412,0.489,0.489,0.000138186,A-Propr.HAPLN4,PSMB6
28024,BCAS2.3,2.79E-09,0.253701075,0.344,0.321,0.000172161,A-Propr.HAPLN4,BCAS2
28025,FAM32A.2,3.04E-09,0.25549037,0.468,0.458,0.000188091,A-Propr.HAPLN4,FAM32A
28026,MIR99AHG.9,5.28E-09,-0.334337846,0.086,0.123,0.000326348,A-Propr.HAPLN4,MIR99AHG
28027,TMEM38A.7,1.15E-08,0.25726701,0.442,0.442,0.000709163,A-Propr.HAPLN4,TMEM38A
28028,NDUFA12.1,1.21E-08,0.303582568,0.375,0.362,0.000745013,A-Propr.HAPLN4,NDUFA12
28029,CNST.2,1.34E-08,0.278438079,0.417,0.404,0.000828093,A-Propr.HAPLN4,CNST
28030,UBE2M.1,1.37E-08,0.260630435,0.377,0.361,0.000847074,A-Propr.HAPLN4,UBE2M
28031,IQSEC3.3,1.39E-08,0.268439648,0.488,0.495,0.000858076,A-Propr.HAPLN4,IQSEC3
28032,AGGF1,1.63E-08,0.295119197,0.426,0.427,0.0010066,A-Propr.HAPLN4,AGGF1
28033,PHACTR2.6,1.93E-08,0.269008463,0.446,0.437,0.001193277,A-Propr.HAPLN4,PHACTR2
28034,POMP.4,2.03E-08,0.267268406,0.474,0.48,0.001252739,A-Propr.HAPLN4,POMP
28035,AATK.2,3.07E-08,0.25850312,0.431,0.421,0.001895229,A-Propr.HAPLN4,AATK
28036,GLRX.4,3.14E-08,0.280380256,0.44,0.436,0.001943964,A-Propr.HAPLN4,GLRX
28037,DEPRECATED-ENSG00000180817.3,3.86E-08,0.364288164,0.423,0.437,0.002389153,A-Propr.HAPLN4,DEPRECATED-ENSG00000180817
28038,DAZAP2.1,4.19E-08,0.260055913,0.384,0.382,0.002587808,A-Propr.HAPLN4,DAZAP2
28039,PGK1.7,4.40E-08,0.422655598,0.466,0.481,0.002720764,A-Propr.HAPLN4,PGK1
28040,CIAO2B,4.46E-08,0.319646519,0.333,0.324,0.00275719,A-Propr.HAPLN4,CIAO2B
28041,FUNDC2.1,4.64E-08,0.284202132,0.275,0.253,0.00286685,A-Propr.HAPLN4,FUNDC2
28042,CRACD.5,4.68E-08,0.34283388,0.293,0.283,0.002896117,A-Propr.HAPLN4,CRACD
28043,ATF3.4,7.71E-08,0.338041392,0.32,0.299,0.004764318,A-Propr.HAPLN4,ATF3
28044,AURKAIP1.3,9.50E-08,0.253487275,0.546,0.575,0.005870401,A-Propr.HAPLN4,AURKAIP1
28045,MTX3,9.96E-08,0.301803043,0.332,0.321,0.006155227,A-Propr.HAPLN4,MTX3
28046,RNF6,1.63E-07,0.251215263,0.331,0.317,0.010078422,A-Propr.HAPLN4,RNF6
28047,DAD1.1,1.75E-07,0.272400418,0.344,0.328,0.01083972,A-Propr.HAPLN4,DAD1
28048,LRP3.10,2.52E-07,0.25789436,0.62,0.657,0.015586163,A-Propr.HAPLN4,LRP3
28049,ROMO1.1,2.55E-07,0.295511621,0.409,0.412,0.015752543,A-Propr.HAPLN4,ROMO1
28050,ELOC.1,2.89E-07,0.300791178,0.446,0.452,0.017849525,A-Propr.HAPLN4,ELOC
28051,ADCYAP1.9,3.53E-07,-0.631554225,0.504,0.542,0.021792783,A-Propr.HAPLN4,ADCYAP1
28052,CACNA1A.5,5.58E-07,-0.286295479,0.085,0.114,0.034490417,A-Propr.HAPLN4,CACNA1A
28053,CREM.1,5.71E-07,0.255419397,0.37,0.365,0.035324857,A-Propr.HAPLN4,CREM
28054,SLIRP.1,7.43E-07,0.257841792,0.349,0.342,0.045919106,A-Propr.HAPLN4,SLIRP
28055,COX8A.5,7.61E-07,0.312303223,0.514,0.535,0.047028681,A-Propr.HAPLN4,COX8A
28056,ACOT13.1,8.97E-07,0.256024499,0.471,0.486,0.055432786,A-Propr.HAPLN4,ACOT13
28057,HIGD1A.3,1.49E-06,0.303361621,0.45,0.466,0.092219882,A-Propr.HAPLN4,HIGD1A
28058,DEPRECATED-ENSG00000073578.5,1.49E-06,0.323112157,0.44,0.474,0.092415331,A-Propr.HAPLN4,DEPRECATED-ENSG00000073578
28059,PXK.1,1.90E-06,0.295573784,0.368,0.373,0.117251574,A-Propr.HAPLN4,PXK
28060,COX5B.6,1.96E-06,0.589709542,0.407,0.421,0.121123039,A-Propr.HAPLN4,COX5B
28061,OPCML.9,2.03E-06,-0.444229179,0.38,0.424,0.125600289,A-Propr.HAPLN4,OPCML
28062,FTX.8,2.26E-06,-0.604931392,0.114,0.142,0.139546492,A-Propr.HAPLN4,FTX
28063,DEPRECATED-ENSG00000062485.4,5.74E-06,0.316708004,0.408,0.437,0.354528469,A-Propr.HAPLN4,DEPRECATED-ENSG00000062485
28064,SNRPD2.2,1.02E-05,0.33540344,0.374,0.38,0.633246285,A-Propr.HAPLN4,SNRPD2
28065,PGAM1.7,1.06E-05,0.415533057,0.427,0.436,0.657254961,A-Propr.HAPLN4,PGAM1
28066,SDHC.1,1.18E-05,0.250172261,0.392,0.395,0.728952862,A-Propr.HAPLN4,SDHC
28067,BCYRN1.1,1.26E-05,-0.259757602,0.134,0.105,0.776707763,A-Propr.HAPLN4,BCYRN1
28068,MRFAP1.3,1.73E-05,0.264093537,0.353,0.343,1,A-Propr.HAPLN4,MRFAP1
28069,EFR3A.1,1.90E-05,0.283493733,0.427,0.442,1,A-Propr.HAPLN4,EFR3A
28070,MSANTD4,1.94E-05,0.275872247,0.35,0.355,1,A-Propr.HAPLN4,MSANTD4
28071,ADIRF.3,4.64E-05,0.258638098,0.271,0.257,1,A-Propr.HAPLN4,ADIRF
28072,TXN.8,7.47E-05,-0.439182079,0.229,0.187,1,A-Propr.HAPLN4,TXN
28073,MEG8.11,0.000123417,-0.537623633,0.122,0.144,1,A-Propr.HAPLN4,MEG8
28074,UBL5.2,0.000151778,0.310809656,0.364,0.37,1,A-Propr.HAPLN4,UBL5
28075,SCAND1.1,0.000152379,0.259868813,0.402,0.416,1,A-Propr.HAPLN4,SCAND1
28076,PFDN5,0.000258967,0.273783645,0.346,0.354,1,A-Propr.HAPLN4,PFDN5
28077,RNF141,0.000274641,0.254721012,0.377,0.383,1,A-Propr.HAPLN4,RNF141
28078,NEAT1.12,0.000304899,-0.78733355,0.192,0.157,1,A-Propr.HAPLN4,NEAT1
28079,DCN.7,0.000402519,0.285947809,0.422,0.423,1,A-Propr.HAPLN4,DCN
28080,MTLN,0.000979011,0.288574583,0.346,0.357,1,A-Propr.HAPLN4,MTLN
28081,COX14,0.00119425,0.304147093,0.379,0.402,1,A-Propr.HAPLN4,COX14
28082,RYR2.9,0.001585391,-0.465480574,0.418,0.46,1,A-Propr.HAPLN4,RYR2
28083,DEPRECATED-ENSG00000181061.3,0.002953003,0.281379505,0.375,0.395,1,A-Propr.HAPLN4,DEPRECATED-ENSG00000181061
28084,SERPING1.1,0.003285262,0.25576585,0.328,0.333,1,A-Propr.HAPLN4,SERPING1
28085,NDUFA9.3,0.00582706,0.255860646,0.483,0.533,1,A-Propr.HAPLN4,NDUFA9
28086,INA.10,0.006209801,0.426321696,0.474,0.561,1,A-Propr.HAPLN4,INA
28087,NTRK3.11,0,1.881983612,0.935,0.476,0,A-PEP.NTRK3/S100A16,NTRK3
28088,NGFR.10,0,1.803891482,0.99,0.84,0,A-PEP.NTRK3/S100A16,NGFR
28089,IGFBP7.10,0,1.616658223,0.902,0.522,0,A-PEP.NTRK3/S100A16,IGFBP7
28090,SUSD2.12,0,1.596156826,0.954,0.708,0,A-PEP.NTRK3/S100A16,SUSD2
28091,NPTX1.9,0,1.33582332,0.904,0.562,0,A-PEP.NTRK3/S100A16,NPTX1
28092,ADAM11.9,0,1.310151984,0.883,0.469,0,A-PEP.NTRK3/S100A16,ADAM11
28093,ATP1A1.11,0,1.177258312,0.992,0.878,0,A-PEP.NTRK3/S100A16,ATP1A1
28094,SYT2.11,0,1.153768468,0.907,0.451,0,A-PEP.NTRK3/S100A16,SYT2
28095,LPAR3.10,0,1.101001653,0.911,0.53,0,A-PEP.NTRK3/S100A16,LPAR3
28096,KCNA1.12,0,1.0944853,0.848,0.429,0,A-PEP.NTRK3/S100A16,KCNA1
28097,NEFH.12,0,1.093050526,0.999,0.964,0,A-PEP.NTRK3/S100A16,NEFH
28098,CPNE6.11,0,1.075591741,0.956,0.672,0,A-PEP.NTRK3/S100A16,CPNE6
28099,NEFL.12,0,1.066679873,1,0.98,0,A-PEP.NTRK3/S100A16,NEFL
28100,KCNS1.11,0,1.025775753,0.669,0.195,0,A-PEP.NTRK3/S100A16,KCNS1
28101,TECR.11,0,1.012281911,0.867,0.518,0,A-PEP.NTRK3/S100A16,TECR
28102,PLXNA2.10,0,1.002025338,0.813,0.465,0,A-PEP.NTRK3/S100A16,PLXNA2
28103,KCND3.10,0,0.989085357,0.882,0.546,0,A-PEP.NTRK3/S100A16,KCND3
28104,NEFM.11,0,0.896605597,1,0.978,0,A-PEP.NTRK3/S100A16,NEFM
28105,LINGO4.2,0,0.839453679,0.608,0.128,0,A-PEP.NTRK3/S100A16,LINGO4
28106,NTNG2.10,0,0.828184683,0.745,0.321,0,A-PEP.NTRK3/S100A16,NTNG2
28107,TMEM273.10,0,0.790511588,0.537,0.163,0,A-PEP.NTRK3/S100A16,TMEM273
28108,TPD52L1.1,0,0.701333724,0.561,0.151,0,A-PEP.NTRK3/S100A16,TPD52L1
28109,SYNDIG1L.1,0,0.562738956,0.491,0.11,0,A-PEP.NTRK3/S100A16,SYNDIG1L
28110,GRM8,0,0.429737679,0.392,0.053,0,A-PEP.NTRK3/S100A16,GRM8
28111,CD79B,0,0.412107498,0.336,0.022,0,A-PEP.NTRK3/S100A16,CD79B
28112,SLC38A8,0,0.288416985,0.316,0.064,0,A-PEP.NTRK3/S100A16,SLC38A8
28113,S100A16.8,2.98E-307,0.973026617,0.588,0.224,1.84E-302,A-PEP.NTRK3/S100A16,S100A16
28114,TPBGL.9,7.60E-297,1.007946904,0.832,0.506,4.70E-292,A-PEP.NTRK3/S100A16,TPBGL
28115,HGF.3,2.33E-293,0.417234777,0.467,0.139,1.44E-288,A-PEP.NTRK3/S100A16,HGF
28116,TM9SF2.9,1.90E-290,0.98852335,0.936,0.758,1.18E-285,A-PEP.NTRK3/S100A16,TM9SF2
28117,FXYD7.10,1.47E-287,0.886782394,0.937,0.621,9.07E-283,A-PEP.NTRK3/S100A16,FXYD7
28118,CHGA.12,5.58E-285,1.07146386,0.916,0.66,3.45E-280,A-PEP.NTRK3/S100A16,CHGA
28119,TMEM33.4,2.60E-275,1.099582213,0.869,0.628,1.61E-270,A-PEP.NTRK3/S100A16,TMEM33
28120,CHRNA7.10,2.29E-272,0.835919632,0.529,0.19,1.41E-267,A-PEP.NTRK3/S100A16,CHRNA7
28121,PTGER3.10,1.18E-265,0.750233122,0.703,0.309,7.28E-261,A-PEP.NTRK3/S100A16,PTGER3
28122,PCP4.9,1.34E-262,0.962200106,0.873,0.527,8.31E-258,A-PEP.NTRK3/S100A16,PCP4
28123,BMP3.7,5.65E-261,0.547515729,0.534,0.195,3.49E-256,A-PEP.NTRK3/S100A16,BMP3
28124,QPCT.8,2.77E-258,0.65299949,0.684,0.305,1.71E-253,A-PEP.NTRK3/S100A16,QPCT
28125,FBXO2.9,2.25E-256,0.781518558,0.98,0.87,1.39E-251,A-PEP.NTRK3/S100A16,FBXO2
28126,DAGLA.9,9.00E-254,0.654968769,0.675,0.313,5.56E-249,A-PEP.NTRK3/S100A16,DAGLA
28127,PAPPA.10,9.25E-253,0.832123651,0.581,0.234,5.72E-248,A-PEP.NTRK3/S100A16,PAPPA
28128,ALDOC.11,7.91E-248,0.922630823,0.923,0.772,4.89E-243,A-PEP.NTRK3/S100A16,ALDOC
28129,KCNV1.8,1.19E-236,0.566065429,0.638,0.276,7.35E-232,A-PEP.NTRK3/S100A16,KCNV1
28130,GPM6A.1,1.05E-234,0.456237118,0.493,0.179,6.51E-230,A-PEP.NTRK3/S100A16,GPM6A
28131,CST3.9,1.13E-232,0.804010798,0.947,0.758,6.96E-228,A-PEP.NTRK3/S100A16,CST3
28132,CPLX2.12,1.52E-229,0.971266917,0.88,0.633,9.42E-225,A-PEP.NTRK3/S100A16,CPLX2
28133,PCDH17.3,3.73E-225,0.545796798,0.604,0.276,2.31E-220,A-PEP.NTRK3/S100A16,PCDH17
28134,DGKH.12,7.25E-225,-1.796180489,0.87,0.891,4.48E-220,A-PEP.NTRK3/S100A16,DGKH
28135,KCNIP3.7,1.13E-224,0.775225278,0.822,0.527,7.00E-220,A-PEP.NTRK3/S100A16,KCNIP3
28136,KCNQ2.9,1.91E-218,0.716495173,0.738,0.407,1.18E-213,A-PEP.NTRK3/S100A16,KCNQ2
28137,DOC2A.11,1.73E-216,0.429828121,0.49,0.176,1.07E-211,A-PEP.NTRK3/S100A16,DOC2A
28138,NACC2.9,2.15E-215,0.731533782,0.855,0.6,1.33E-210,A-PEP.NTRK3/S100A16,NACC2
28139,KCNA2.10,4.15E-215,0.766906647,0.86,0.604,2.57E-210,A-PEP.NTRK3/S100A16,KCNA2
28140,CCER2.2,5.54E-215,0.374992655,0.383,0.121,3.42E-210,A-PEP.NTRK3/S100A16,CCER2
